order_id (unique),product_id,column3,store_id,order_date_2,sales,revenue,stock,price,promo_type_1,promo_bin_1,promo_type_2,promo_bin_2,promo_discount_2
8946,P0116,,S0093,13-Jul-17,0 sales,0,8,1.15,PR14,,PR03,,NA
8947,P0483,,S0117,13-Jul-17,0 sales,0,2,10,PR14,,PR03,,NA
8948,P0197,,S0126,13-Jul-17,0 sales,0,19,3.5,PR14,,PR03,,NA
8949,P0665,,S0064,13-Jul-17,1 sales,9.95,1,10.75,PR14,,PR03,,NA
8950,P0130,,S0115,13-Jul-17,1 sales,8.26,9,9.75,PR14,,PR03,,NA
8951,P0446,,S0097,13-Jul-17,0 sales,0,9,5.95,PR14,,PR03,,NA
8952,P0572,,S0085,13-Jul-17,10 sales,9.26,34,1,PR14,,PR03,,NA
8953,P0376,,S0094,13-Jul-17,0 sales,0,11,4.95,PR14,,PR03,,NA
8954,P0017,,S0097,13-Jul-17,1 sales,1.38,73,1.49,PR14,,PR03,,NA
8955,P0602,,S0013,13-Jul-17,0 sales,0,3,10.9,PR14,,PR03,,NA
8956,P0035,,S0011,13-Jul-17,1 sales,3.94,3,4.25,PR14,,PR03,,NA
8957,P0062,,S0024,13-Jul-17,0 sales,0,13,24.9,PR03,verylow,PR03,,NA
8958,P0499,,S0132,13-Jul-17,0 sales,0,20,0.75,PR14,,PR03,,NA
8959,P0527,,S0131,13-Jul-17,0 sales,0,21,2.15,PR14,,PR03,,NA
8960,P0665,,S0082,13-Jul-17,0 sales,0,6,10.75,PR14,,PR03,,NA
8961,P0651,,S0105,13-Jul-17,0 sales,0,4,9.9,PR14,,PR03,,NA
8962,P0390,,S0114,13-Jul-17,0 sales,0,6,11.9,PR12,verylow,PR03,,NA
8963,P0747,,S0088,13-Jul-17,0 sales,0,1,13.25,PR14,,PR03,,NA
8964,P0399,,S0049,13-Jul-17,0 sales,0,13,4.5,PR14,,PR03,,NA
8965,P0348,,S0054,13-Jul-17,0 sales,0,13,2.3,PR14,,PR03,,NA
8966,P0536,,S0143,13-Jul-17,0 sales,0,19,3.15,PR14,,PR03,,NA
8967,P0345,,S0042,13-Jul-17,0 sales,0,14,3.5,PR14,,PR03,,NA
8968,P0055,,S0020,13-Jul-17,0 sales,0,35,3.5,PR14,,PR03,,NA
8969,P0275,,S0083,13-Jul-17,0 sales,0,7,2.45,PR14,,PR03,,NA
8970,P0148,,S0091,13-Jul-17,0 sales,0,7,5.75,PR14,,PR03,,NA
8971,P0263,,S0040,13-Jul-17,0 sales,0,10,16.95,PR14,,PR03,,NA
8972,P0572,,S0120,13-Jul-17,0 sales,0,24,1,PR14,,PR03,,NA
8973,P0114,,S0131,13-Jul-17,0 sales,0,16,0.45,PR14,,PR03,,NA
8974,P0226,,S0115,13-Jul-17,0 sales,0,11,1.7,PR14,,PR03,,NA
8975,P0453,,S0075,13-Jul-17,0 sales,0,10,3.95,PR14,,PR03,,NA
8976,P0054,,S0062,13-Jul-17,0 sales,0,2,3.95,PR14,,PR03,,NA
8977,P0382,,S0020,13-Jul-17,0 sales,0,13,19.95,PR14,,PR03,,NA
8978,P0198,,S0106,14-Jul-17,0 sales,0,2,0.65,PR14,,PR03,,NA
8979,P0348,,S0027,14-Jul-17,0 sales,0,12,2.3,PR14,,PR03,,NA
8980,P0054,,S0107,14-Jul-17,0 sales,0,5,3.95,PR14,,PR03,,NA
8981,P0330,,S0082,14-Jul-17,0 sales,0,23,2,PR14,,PR03,,NA
8982,P0572,,S0102,14-Jul-17,0 sales,0,27,1,PR14,,PR03,,NA
8983,P0700,,S0094,14-Jul-17,0 sales,0,5,27.5,PR14,,PR03,,NA
8984,P0435,,S0087,14-Jul-17,0 sales,0,1,27.25,PR14,,PR03,,NA
8985,P0198,,S0110,14-Jul-17,10 sales,6.02,47,0.65,PR14,,PR03,,NA
8986,P0051,,S0094,14-Jul-17,2 sales,1.3,73,0.7,PR14,,PR03,,NA
8987,P0325,,S0093,14-Jul-17,0 sales,0,7,9.25,PR14,,PR03,,NA
8988,P0665,,S0083,14-Jul-17,0 sales,0,5,10.75,PR14,,PR03,,NA
8989,P0024,,S0051,14-Jul-17,1 sales,1.76,24,1.9,PR14,,PR03,,NA
8990,P0171,,S0089,14-Jul-17,0 sales,0,6,11.9,PR12,verylow,PR03,,NA
8991,P0511,,S0026,14-Jul-17,0 sales,0,9,31.25,PR14,,PR03,,NA
8992,P0201,,S0064,14-Jul-17,0 sales,0,8,15.9,PR14,,PR03,,NA
8993,P0169,,S0010,14-Jul-17,0 sales,0,16,6.75,PR14,,PR03,,NA
8994,P0417,,S0087,14-Jul-17,0 sales,0,16,7.9,PR14,,PR03,,NA
8995,P0718,,S0069,14-Jul-17,3 sales,36.11,53,13,PR14,,PR03,,NA
8996,P0141,,S0026,14-Jul-17,0 sales,0,23,2.25,PR14,,PR03,,NA
8997,P0321,,S0142,14-Jul-17,0 sales,0,2,11.95,PR09,high,PR03,,NA
8998,P0229,,S0049,14-Jul-17,0 sales,0,2,7.95,PR14,,PR03,,NA
8999,P0637,,S0051,14-Jul-17,0 sales,0,3,27.95,PR14,,PR03,,NA
9000,P0017,,S0097,14-Jul-17,0 sales,0,72,1.49,PR14,,PR03,,NA
9001,P0325,,S0009,14-Jul-17,0 sales,0,10,9.25,PR14,,PR03,,NA
9002,P0506,,S0102,14-Jul-17,0 sales,0,2,6.5,PR14,,PR03,,NA
9003,P0483,,S0124,14-Jul-17,0 sales,0,2,10,PR14,,PR03,,NA
9004,P0543,,S0144,14-Jul-17,0 sales,0,39,2.25,PR03,verylow,PR03,,NA
9005,P0609,,S0113,14-Jul-17,0 sales,0,14,1.25,PR14,,PR03,,NA
9006,P0099,,S0067,14-Jul-17,0 sales,0,4,10.9,PR14,,PR03,,NA
9007,P0177,,S0133,14-Jul-17,0 sales,0,3,10.9,PR14,,PR03,,NA
9008,P0438,,S0143,14-Jul-17,0 sales,0,24,0.5,PR14,,PR03,,NA
9009,P0569,,S0090,14-Jul-17,1 sales,3.24,19,3.5,PR14,,PR03,,NA
9010,P0408,,S0013,14-Jul-17,0 sales,0,10,22.95,PR05,low,PR03,,NA
9011,P0569,,S0111,14-Jul-17,1 sales,3.24,0,NA,PR14,,PR03,,NA
9012,P0114,,S0135,14-Jul-17,0 sales,0,21,0.45,PR14,,PR03,,NA
9013,P0569,,S0067,14-Jul-17,4 sales,11.11,14,3,PR14,,PR03,,NA
9014,P0543,,S0023,14-Jul-17,0 sales,0,5,2.25,PR03,verylow,PR03,,NA
9015,P0690,,S0045,14-Jul-17,0 sales,0,13,14.9,PR14,,PR03,,NA
9016,P0483,,S0083,14-Jul-17,0 sales,0,2,10,PR14,,PR03,,NA
9017,P0348,,S0050,14-Jul-17,0 sales,0,11,2.3,PR14,,PR03,,NA
9018,P0129,,S0034,14-Jul-17,0 sales,0,5,15.9,PR14,,PR03,,NA
9019,P0370,,S0142,14-Jul-17,0 sales,0,11,5.5,PR14,,PR03,,NA
9020,P0345,,S0138,14-Jul-17,0 sales,0,10,3.5,PR14,,PR03,,NA
9021,P0162,,S0095,15-Jul-17,0 sales,0,1,4.5,PR14,,PR03,,NA
9022,P0327,,S0003,15-Jul-17,0 sales,0,22,3.1,PR14,,PR03,,NA
9023,P0400,,S0139,15-Jul-17,0 sales,0,3,7.5,PR14,,PR03,,NA
9024,P0389,,S0049,15-Jul-17,0 sales,0,7,9.45,PR14,,PR03,,NA
9025,P0471,,S0002,15-Jul-17,0 sales,0,24,32.5,PR14,,PR03,,NA
9026,P0435,,S0058,15-Jul-17,0 sales,0,11,27.25,PR14,,PR03,,NA
9027,P0258,,S0066,15-Jul-17,0 sales,0,12,7.1,PR14,,PR03,,NA
9028,P0333,,S0035,15-Jul-17,2 sales,3.43,2,1.85,PR14,,PR03,,NA
9029,P0657,,S0083,15-Jul-17,0 sales,0,10,7.9,PR14,,PR03,,NA
9030,P0264,,S0085,15-Jul-17,0 sales,0,9,8.9,PR14,,PR03,,NA
9031,P0055,,S0020,15-Jul-17,0 sales,0,35,3.5,PR14,,PR03,,NA
9032,P0130,,S0012,15-Jul-17,0 sales,0,13,9.75,PR14,,PR03,,NA
9033,P0412,,S0067,15-Jul-17,0 sales,0,4,6.5,PR14,,PR03,,NA
9034,P0252,,S0066,15-Jul-17,0 sales,0,12,17.99,PR14,,PR03,,NA
9035,P0671,,S0106,15-Jul-17,0 sales,0,5,3.25,PR14,,PR03,,NA
9036,P0125,,S0130,15-Jul-17,0 sales,0,5,2.95,PR14,,PR03,,NA
9037,P0470,,S0082,15-Jul-17,0 sales,0,5,23.25,PR14,,PR03,,NA
9038,P0261,,S0088,15-Jul-17,0 sales,0,24,4.75,PR10,verylow,PR03,,NA
9039,P0231,,S0108,15-Jul-17,0 sales,0,6,7.9,PR14,,PR03,,NA
9040,P0438,,S0062,15-Jul-17,9 sales,4.17,49,0.5,PR14,,PR03,,NA
9041,P0327,,S0066,15-Jul-17,0 sales,0,23,3.1,PR14,,PR03,,NA
9042,P0185,,S0055,15-Jul-17,0 sales,0,3,0.75,PR14,,PR03,,NA
9043,P0206,,S0130,15-Jul-17,0 sales,0,12,1.75,PR14,,PR03,,NA
9044,P0348,,S0011,15-Jul-17,0 sales,0,10,2.3,PR14,,PR03,,NA
9045,P0420,,S0051,15-Jul-17,0 sales,0,1832,0.75,PR14,,PR03,,NA
9046,P0114,,S0001,15-Jul-17,0 sales,0,1,0.45,PR14,,PR03,,NA
9047,P0448,,S0073,15-Jul-17,0 sales,0,47,4.05,PR14,,PR03,,NA
9048,P0272,,S0095,15-Jul-17,0 sales,0,9,7.5,PR14,,PR03,,NA
9049,P0258,,S0050,15-Jul-17,0 sales,0,8,7.1,PR14,,PR03,,NA
9050,P0185,,S0027,15-Jul-17,0 sales,0,9,0.75,PR14,,PR03,,NA
9051,P0201,,S0003,15-Jul-17,0 sales,0,4,15.9,PR14,,PR03,,NA
9052,P0169,,S0010,15-Jul-17,0 sales,0,16,6.75,PR14,,PR03,,NA
9053,P0645,,S0038,15-Jul-17,0 sales,0,10,74.9,PR14,,PR03,,NA
9054,P0613,,S0013,15-Jul-17,0 sales,0,19,6.45,PR14,,PR03,,NA
9055,P0631,,S0144,15-Jul-17,0 sales,0,8,9.9,PR14,,PR03,,NA
9056,P0499,,S0073,15-Jul-17,0 sales,0,5,0.75,PR14,,PR03,,NA
9057,P0665,,S0033,15-Jul-17,0 sales,0,6,10.75,PR14,,PR03,,NA
9058,P0637,,S0062,15-Jul-17,1 sales,23.69,2,27.95,PR14,,PR03,,NA
9059,P0504,,S0012,15-Jul-17,0 sales,0,3,14.9,PR14,,PR03,,NA
9060,P0099,,S0116,15-Jul-17,0 sales,0,2,10.9,PR14,,PR03,,NA
9061,P0398,,S0049,15-Jul-17,0 sales,0,1,29.9,PR14,,PR03,,NA
9062,P0389,,S0045,15-Jul-17,0 sales,0,3,9.45,PR14,,PR03,,NA
9063,P0110,,S0083,15-Jul-17,0 sales,0,9,2.95,PR06,verylow,PR03,,NA
9064,P0364,,S0023,16-Jul-17,2 sales,1.85,11,1,PR14,,PR03,,NA
9065,P0671,,S0035,16-Jul-17,0 sales,0,5,3.25,PR14,,PR03,,NA
9066,P0364,,S0138,16-Jul-17,2 sales,1.85,188,1,PR14,,PR03,,NA
9067,P0242,,S0024,16-Jul-17,0 sales,0,15,12.9,PR06,verylow,PR03,,NA
9068,P0079,,S0113,16-Jul-17,0 sales,0,52,2.6,PR14,,PR03,,NA
9069,P0602,,S0023,16-Jul-17,0 sales,0,5,10.9,PR14,,PR03,,NA
9070,P0286,,S0122,16-Jul-17,3 sales,1.81,14,0.65,PR14,,PR03,,NA
9071,P0079,,S0127,16-Jul-17,0 sales,0,8,2.6,PR14,,PR03,,NA
9072,P0177,,S0050,16-Jul-17,0 sales,0,14,10.9,PR09,high,PR03,,NA
9073,P0425,,S0062,16-Jul-17,0 sales,0,2,5.9,PR14,,PR03,,NA
9074,P0390,,S0137,16-Jul-17,0 sales,0,3,11.9,PR12,verylow,PR03,,NA
9075,P0504,,S0023,16-Jul-17,0 sales,0,7,14.9,PR14,,PR03,,NA
9076,P0705,,S0004,16-Jul-17,0 sales,0,4,14.9,PR14,,PR03,,NA
9077,P0390,,S0080,16-Jul-17,1 sales,10.08,9,11.9,PR12,verylow,PR03,,NA
9078,P0176,,S0107,16-Jul-17,0.355 sales,1.94,0,5.89,PR14,,PR03,,NA
9079,P0499,,S0004,16-Jul-17,0 sales,0,32,0.75,PR14,,PR03,,NA
9080,P0333,,S0033,16-Jul-17,0 sales,0,28,1.85,PR14,,PR03,,NA
9081,P0412,,S0026,16-Jul-17,0 sales,0,4,6.5,PR14,,PR03,,NA
9082,P0206,,S0077,16-Jul-17,0 sales,0,24,1.75,PR14,,PR03,,NA
9083,P0420,,S0108,16-Jul-17,0 sales,0,46,0.75,PR14,,PR03,,NA
9084,P0660,,S0040,16-Jul-17,0 sales,0,6,5.95,PR14,,PR03,,NA
9085,P0372,,S0089,16-Jul-17,0 sales,0,62,3.5,PR14,,PR03,,NA
9086,P0260,,S0050,16-Jul-17,0 sales,0,15,17.5,PR14,,PR03,,NA
9087,P0205,,S0013,16-Jul-17,0 sales,0,5,13.9,PR14,,PR03,,NA
9088,P0458,,S0116,16-Jul-17,2 sales,7.63,36,4.5,PR14,,PR03,,NA
9089,P0704,,S0105,16-Jul-17,1 sales,2.18,14,2.35,PR14,,PR03,,NA
9090,P0260,,S0065,16-Jul-17,0 sales,0,16,17.5,PR14,,PR03,,NA
9091,P0458,,S0016,16-Jul-17,0 sales,0,43,4.5,PR14,,PR03,,NA
9092,P0275,,S0060,16-Jul-17,0 sales,0,34,2.45,PR14,,PR03,,NA
9093,P0054,,S0024,16-Jul-17,0 sales,0,9,3.95,PR14,,PR03,,NA
9094,P0712,,S0031,16-Jul-17,0 sales,0,6,21.5,PR14,,PR03,,NA
9095,P0689,,S0038,16-Jul-17,0 sales,0,55,29.9,PR14,,PR03,,NA
9096,P0446,,S0095,16-Jul-17,1 sales,5.89,64,5.95,PR14,,PR03,,NA
9097,P0525,,S0085,16-Jul-17,0 sales,0,31,2.5,PR03,verylow,PR03,,NA
9098,P0364,,S0077,16-Jul-17,0 sales,0,18,1,PR14,,PR03,,NA
9099,P0514,,S0139,16-Jul-17,0 sales,0,1,8.9,PR14,,PR03,,NA
9100,P0587,,S0122,16-Jul-17,0 sales,0,18,3.99,PR14,,PR03,,NA
9101,P0296,,S0080,16-Jul-17,2 sales,1.39,4,0.75,PR14,,PR03,,NA
9102,P0062,,S0042,16-Jul-17,0 sales,0,3,24.9,PR03,verylow,PR03,,NA
9103,P0219,,S0131,16-Jul-17,0 sales,0,5,7.25,PR14,,PR03,,NA
9104,P0103,,S0059,16-Jul-17,3 sales,8.19,16,2.95,PR14,,PR03,,NA
9105,P0681,,S0032,16-Jul-17,0 sales,0,5,9.9,PR14,,PR03,,NA
9106,P0613,,S0144,16-Jul-17,0 sales,0,2,6.45,PR14,,PR03,,NA
9107,P0584,,S0110,16-Jul-17,1 sales,9.7,9,11.45,PR14,,PR03,,NA
9108,P0590,,S0016,16-Jul-17,0 sales,0,26,0.6,PR14,,PR03,,NA
9109,P0726,,S0084,17-Jul-17,0 sales,0,3,1,PR14,,PR03,,NA
9110,P0183,,S0056,17-Jul-17,0 sales,0,3,6.25,PR14,,PR03,,NA
9111,P0364,,S0110,17-Jul-17,2 sales,1.85,15,1,PR14,,PR03,,NA
9112,P0220,,S0085,17-Jul-17,0 sales,0,13,1.85,PR14,,PR03,,NA
9113,P0555,,S0026,17-Jul-17,0 sales,0,1,39.9,PR14,,PR03,,NA
9114,P0280,,S0126,17-Jul-17,0 sales,0,3,6.99,PR14,,PR03,,NA
9115,P0364,,S0027,17-Jul-17,0 sales,0,25,1,PR14,,PR03,,NA
9116,P0204,,S0033,17-Jul-17,0 sales,0,14,5.9,PR14,,PR03,,NA
9117,P0201,,S0085,17-Jul-17,0 sales,0,11,15.9,PR14,,PR03,,NA
9118,P0333,,S0072,17-Jul-17,3 sales,5.56,0,NA,PR14,,PR03,,NA
9119,P0372,,S0004,17-Jul-17,1 sales,2.97,49,3.5,PR14,,PR03,,NA
9120,P0277,,S0008,17-Jul-17,0 sales,0,23,3.95,PR14,,PR03,,NA
9121,P0569,,S0030,17-Jul-17,1 sales,2.78,9,3,PR14,,PR03,,NA
9122,P0438,,S0085,17-Jul-17,80 sales,37.04,596,0.5,PR14,,PR03,,NA
9123,P0110,,S0142,17-Jul-17,0 sales,0,19,2.95,PR06,verylow,PR03,,NA
9124,P0390,,S0143,17-Jul-17,1 sales,10.08,2,11.9,PR12,verylow,PR03,,NA
9125,P0458,,S0060,17-Jul-17,0 sales,0,12,4.5,PR14,,PR03,,NA
9126,P0569,,S0003,17-Jul-17,1 sales,2.78,14,3,PR14,,PR03,,NA
9127,P0514,,S0016,17-Jul-17,0 sales,0,2,8.9,PR14,,PR03,,NA
9128,P0726,,S0077,17-Jul-17,0 sales,0,7,1,PR14,,PR03,,NA
9129,P0399,,S0125,17-Jul-17,0 sales,0,14,4.5,PR14,,PR03,,NA
9130,P0585,,S0125,17-Jul-17,1 sales,11.99,1,12.95,PR14,,PR03,,NA
9131,P0427,,S0105,17-Jul-17,5 sales,9.49,4,2.45,PR10,low,PR03,,NA
9132,P0720,,S0113,17-Jul-17,0 sales,0,38,17.9,PR14,,PR03,,NA
9133,P0141,,S0110,17-Jul-17,0 sales,0,21,2.25,PR14,,PR03,,NA
9134,P0459,,S0012,17-Jul-17,0 sales,0,19,3.35,PR14,,PR03,,NA
9135,P0663,,S0048,17-Jul-17,2 sales,7.31,0,NA,PR14,,PR03,,NA
9136,P0364,,S0045,17-Jul-17,1 sales,0.93,11,1,PR14,,PR03,,NA
9137,P0201,,S0125,17-Jul-17,0 sales,0,2,15.9,PR14,,PR03,,NA
9138,P0277,,S0074,17-Jul-17,0 sales,0,8,3.95,PR14,,PR03,,NA
9139,P0453,,S0078,17-Jul-17,0 sales,0,17,3.95,PR14,,PR03,,NA
9140,P0438,,S0063,17-Jul-17,0 sales,0,11,0.5,PR14,,PR03,,NA
9141,P0280,,S0115,17-Jul-17,0 sales,0,11,6.99,PR14,,PR03,,NA
9142,P0671,,S0068,17-Jul-17,0 sales,0,3,3.25,PR14,,PR03,,NA
9143,P0681,,S0088,17-Jul-17,0 sales,0,5,9.99,PR14,,PR03,,NA
9144,P0157,,S0026,17-Jul-17,0 sales,0,8,7.75,PR14,,PR03,,NA
9145,P0470,,S0103,17-Jul-17,0 sales,0,5,23.25,PR14,,PR03,,NA
9146,P0438,,S0055,17-Jul-17,0 sales,0,32,0.5,PR14,,PR03,,NA
9147,P0390,,S0112,17-Jul-17,2 sales,20.17,0,NA,PR14,,PR03,,NA
9148,P0147,,S0023,17-Jul-17,1 sales,4.66,6,5.5,PR14,,PR03,,NA
9149,P0066,,S0132,17-Jul-17,0 sales,0,5,2.9,PR14,,PR03,,NA
9150,P0382,,S0031,17-Jul-17,0 sales,0,7,19.95,PR14,,PR03,,NA
9151,P0005,,S0031,17-Jul-17,0 sales,0,6,33.9,PR14,,PR03,,NA
9152,P0406,,S0056,17-Jul-17,0 sales,0,16,11.5,PR14,,PR03,,NA
9153,P0435,,S0032,17-Jul-17,0 sales,0,6,27.25,PR14,,PR03,,NA
9154,P0054,,S0056,17-Jul-17,0 sales,0,4,3.95,PR14,,PR03,,NA
9155,P0206,,S0053,17-Jul-17,0 sales,0,14,1.75,PR14,,PR03,,NA
9156,P0141,,S0073,17-Jul-17,0 sales,0,7,2.25,PR14,,PR03,,NA
9157,P0737,,S0094,17-Jul-17,0 sales,0,10,9.95,PR06,low,PR03,,NA
9158,P0436,,S0075,17-Jul-17,2 sales,6.48,39,3.5,PR14,,PR03,,NA
9159,P0297,,S0002,17-Jul-17,0 sales,0,5,14.95,PR14,,PR03,,NA
9160,P0390,,S0089,17-Jul-17,0 sales,0,10,11.9,PR12,verylow,PR03,,NA
9161,P0302,,S0038,17-Jul-17,0 sales,0,2,139.9,PR14,,PR03,,NA
9162,P0681,,S0117,17-Jul-17,0 sales,0,3,10.9,PR14,,PR03,,NA
9163,P0147,,S0040,17-Jul-17,1 sales,4.66,1,5.5,PR14,,PR03,,NA
9164,P0356,,S0137,18-Jul-17,0 sales,0,19,2.5,PR14,,PR03,,NA
9165,P0312,,S0094,18-Jul-17,0 sales,0,12,15.9,PR14,,PR03,,NA
9166,P0417,,S0099,18-Jul-17,0 sales,0,2,7.9,PR14,,PR03,,NA
9167,P0614,,S0051,18-Jul-17,0 sales,0,1,18.5,PR14,,PR03,,NA
9168,P0438,,S0135,18-Jul-17,3 sales,1.39,71,0.5,PR14,,PR03,,NA
9169,P0219,,S0139,18-Jul-17,0 sales,0,6,7.25,PR14,,PR03,,NA
9170,P0483,,S0002,18-Jul-17,0 sales,0,2,10,PR14,,PR03,,NA
9171,P0283,,S0056,18-Jul-17,0 sales,0,14,23.5,PR06,veryhigh,PR03,,NA
9172,P0004,,S0038,18-Jul-17,1 sales,3.81,23,4.5,PR14,,PR03,,NA
9173,P0054,,S0115,18-Jul-17,0 sales,0,1,3.95,PR14,,PR03,,NA
9174,P0280,,S0091,18-Jul-17,0 sales,0,4,6.99,PR14,,PR03,,NA
9175,P0330,,S0106,18-Jul-17,0 sales,0,3,2,PR14,,PR03,,NA
9176,P0602,,S0100,18-Jul-17,1 sales,9.24,4,10.9,PR14,,PR03,,NA
9177,P0099,,S0054,18-Jul-17,0 sales,0,2,10.9,PR14,,PR03,,NA
9178,P0201,,S0010,18-Jul-17,0 sales,0,5,15.9,PR14,,PR03,,NA
9179,P0398,,S0097,18-Jul-17,0 sales,0,1,29.9,PR14,,PR03,,NA
9180,P0590,,S0073,18-Jul-17,3 sales,1.67,10,0.6,PR14,,PR03,,NA
9181,P0466,,S0055,18-Jul-17,0 sales,0,4,8.95,PR14,,PR03,,NA
9182,P0177,,S0103,18-Jul-17,0 sales,0,4,10.9,PR14,,PR03,,NA
9183,P0665,,S0102,18-Jul-17,0 sales,0,8,10.75,PR14,,PR03,,NA
9184,P0583,,S0038,18-Jul-17,0 sales,0,12,38.9,PR14,,PR03,,NA
9185,P0353,,S0031,18-Jul-17,0 sales,0,13,9.5,PR14,,PR03,,NA
9186,P0325,,S0026,18-Jul-17,3 sales,25.69,33,9.25,PR14,,PR03,,NA
9187,P0642,,S0024,18-Jul-17,3 sales,6.94,6,2.5,PR14,,PR03,,NA
9188,P0454,,S0010,18-Jul-17,0 sales,0,19,2.35,PR14,,PR03,,NA
9189,P0390,,S0019,18-Jul-17,1 sales,10.08,10,11.9,PR12,verylow,PR03,,NA
9190,P0185,,S0068,18-Jul-17,0 sales,0,2,0.75,PR14,,PR03,,NA
9191,P0642,,S0122,18-Jul-17,0 sales,0,9,2.5,PR14,,PR03,,NA
9192,P0525,,S0086,18-Jul-17,0 sales,0,63,2.5,PR03,verylow,PR03,,NA
9193,P0162,,S0023,18-Jul-17,0 sales,0,14,4.5,PR14,,PR03,,NA
9194,P0131,,S0142,18-Jul-17,0 sales,0,96,2.25,PR14,,PR03,,NA
9195,P0665,,S0096,18-Jul-17,0 sales,0,10,10.75,PR14,,PR03,,NA
9196,P0448,,S0115,18-Jul-17,0 sales,0,14,4.05,PR14,,PR03,,NA
9197,P0068,,S0001,18-Jul-17,0 sales,0,30,5.79,PR14,,PR03,,NA
9198,P0035,,S0023,18-Jul-17,1 sales,3.94,11,4.25,PR14,,PR03,,NA
9199,P0500,,S0027,18-Jul-17,2 sales,14.72,9,7.95,PR14,,PR03,,NA
9200,P0503,,S0085,18-Jul-17,0 sales,0,5,18.95,PR14,,PR03,,NA
9201,P0490,,S0108,18-Jul-17,0 sales,0,3,59.5,PR05,moderate,PR03,,NA
9202,P0066,,S0110,18-Jul-17,0 sales,0,35,2.9,PR14,,PR03,,NA
9203,P0175,,S0045,18-Jul-17,0 sales,0,13,5.5,PR14,,PR03,,NA
9204,P0400,,S0080,18-Jul-17,0 sales,0,2,7.5,PR14,,PR03,,NA
9205,P0587,,S0026,18-Jul-17,0 sales,0,13,3.99,PR14,,PR03,,NA
9206,P0438,,S0067,18-Jul-17,0 sales,0,33,0.5,PR14,,PR03,,NA
9207,P0206,,S0042,18-Jul-17,0 sales,0,24,1.75,PR14,,PR03,,NA
9208,P0436,,S0056,18-Jul-17,3 sales,9.72,33,3.5,PR14,,PR03,,NA
9209,P0321,,S0113,19-Jul-17,0 sales,0,6,11.95,PR09,high,PR03,,NA
9210,P0695,,S0017,19-Jul-17,0 sales,0,10,5.25,PR14,,PR03,,NA
9211,P0435,,S0022,19-Jul-17,0 sales,0,4,27.25,PR14,,PR03,,NA
9212,P0571,,S0108,19-Jul-17,0 sales,0,19,46.9,PR14,,PR03,,NA
9213,P0260,,S0051,19-Jul-17,0 sales,0,8,17.5,PR14,,PR03,,NA
9214,P0485,,S0096,19-Jul-17,0 sales,0,3,8.9,PR14,,PR03,,NA
9215,P0420,,S0138,19-Jul-17,0 sales,0,46,0.75,PR14,,PR03,,NA
9216,P0481,,S0001,19-Jul-17,2 sales,10,18,5.9,PR14,,PR03,,NA
9217,P0147,,S0123,19-Jul-17,0 sales,0,12,5.5,PR14,,PR03,,NA
9218,P0398,,S0024,19-Jul-17,0 sales,0,4,29.9,PR14,,PR03,,NA
9219,P0660,,S0050,19-Jul-17,0 sales,0,51,5.95,PR14,,PR03,,NA
9220,P0695,,S0060,19-Jul-17,0 sales,0,12,5.25,PR14,,PR03,,NA
9221,P0212,,S0002,19-Jul-17,0 sales,0,4,10.75,PR14,,PR03,,NA
9222,P0297,,S0026,19-Jul-17,0 sales,0,2,14.95,PR14,,PR03,,NA
9223,P0735,,S0126,19-Jul-17,0 sales,0,4,10.75,PR14,,PR03,,NA
9224,P0499,,S0105,19-Jul-17,0 sales,0,5,0.75,PR14,,PR03,,NA
9225,P0590,,S0130,19-Jul-17,0 sales,0,32,0.6,PR14,,PR03,,NA
9226,P0608,,S0123,19-Jul-17,0 sales,0,11,9.9,PR14,,PR03,,NA
9227,P0185,,S0051,19-Jul-17,0 sales,0,3,0.75,PR14,,PR03,,NA
9228,P0602,,S0104,19-Jul-17,0 sales,0,9,10.9,PR14,,PR03,,NA
9229,P0296,,S0026,19-Jul-17,0 sales,0,10,0.75,PR14,,PR03,,NA
9230,P0400,,S0113,19-Jul-17,1 sales,7.5,2,7.5,PR14,,PR03,,NA
9231,P0070,,S0073,19-Jul-17,0 sales,0,3,6.25,PR14,,PR03,,NA
9232,P0177,,S0051,19-Jul-17,0 sales,0,13,10.9,PR14,,PR03,,NA
9233,P0321,,S0131,19-Jul-17,1 sales,5.07,5,11.95,PR09,high,PR03,,NA
9234,P0286,,S0102,19-Jul-17,0 sales,0,24,1,PR14,,PR03,,NA
9235,P0345,,S0083,19-Jul-17,0 sales,0,5,3.5,PR14,,PR03,,NA
9236,P0689,,S0033,19-Jul-17,0 sales,0,11,29.9,PR14,,PR03,,NA
9237,P0051,,S0102,19-Jul-17,0 sales,0,32,0.7,PR14,,PR03,,NA
9238,P0694,,S0064,19-Jul-17,0 sales,0,11,6.55,PR14,,PR03,,NA
9239,P0718,,S0054,19-Jul-17,0 sales,0,8,13,PR14,,PR03,,NA
9240,P0735,,S0024,19-Jul-17,0 sales,0,3,10.75,PR14,,PR03,,NA
9241,P0062,,S0040,19-Jul-17,0 sales,0,4,24.9,PR03,verylow,PR03,,NA
9242,P0425,,S0012,19-Jul-17,0 sales,0,2,5.9,PR14,,PR03,,NA
9243,P0602,,S0058,19-Jul-17,0 sales,0,3,10.9,PR14,,PR03,,NA
9244,P0175,,S0045,19-Jul-17,0 sales,0,13,5.5,PR14,,PR03,,NA
