order_id,product_id,store_id,order_date_2,sales,revenue,stock,price,promo_type_1,promo_bin_1,promo_type_2,promo_bin_2,promo_discount_2
29872,P0642,S0124,15-Jul-18,0,0,16,2.75,PR14,,PR03,,NA
29873,P0611,S0046,15-Jul-18,0,0,5,18,PR14,,PR03,,NA
29874,P0131,S0067,15-Jul-18,0,0,16,2.5,PR17,veryhigh,PR03,,NA
29875,P0356,S0108,15-Jul-18,0,0,6,2.5,PR14,,PR03,,NA
29876,P0664,S0006,15-Jul-18,1,1.16,18,1.25,PR14,,PR03,,NA
29877,P0640,S0085,15-Jul-18,0,0,7,29.9,PR05,moderate,PR03,,NA
29878,P0067,S0102,15-Jul-18,0,0,6,24.99,PR14,,PR03,,NA
29879,P0131,S0020,15-Jul-18,1,2.31,74,2.5,PR17,veryhigh,PR03,,NA
29880,P0229,S0115,15-Jul-18,0,0,3,8.5,PR14,,PR03,,NA
29881,P0427,S0042,15-Jul-18,15,34.03,87,2.45,PR14,,PR03,,NA
29882,P0328,S0087,15-Jul-18,0,0,12,16,PR14,,PR03,,NA
29883,P0109,S0005,15-Jul-18,0,0,1,6,PR14,,PR03,,NA
29884,P0694,S0016,15-Jul-18,0,0,5,3.75,PR14,,PR03,,NA
29885,P0432,S0026,15-Jul-18,0,0,5,19.9,PR14,,PR03,,NA
29886,P0333,S0014,15-Jul-18,3,6.25,16,2.25,PR14,,PR03,,NA
29887,P0726,S0098,15-Jul-18,0,0,13,NA,PR14,,PR03,,NA
29888,P0412,S0015,15-Jul-18,0,0,5,8.9,PR14,,PR03,,NA
29889,P0336,S0082,15-Jul-18,0,0,3,24.9,PR14,,PR03,,NA
29890,P0747,S0040,15-Jul-18,0,0,28,15.9,PR14,,PR03,,NA
29891,P0099,S0141,15-Jul-18,0,0,5,11.9,PR14,,PR03,,NA
29892,P0042,S0094,15-Jul-18,2,9.32,91,5.5,PR14,,PR03,,NA
29893,P0509,S0096,15-Jul-18,0,0,4,7,PR18,verylow,PR03,,NA
29894,P0712,S0126,15-Jul-18,0,0,18,22.9,PR14,,PR03,,NA
29895,P0622,S0048,15-Jul-18,0,0,9,NA,PR14,,PR03,,NA
29896,P0201,S0062,15-Jul-18,0,0,2,15.95,PR06,verylow,PR03,,NA
29897,P0660,S0104,15-Jul-18,0,0,4,6.45,PR14,,PR03,,NA
29898,P0212,S0065,15-Jul-18,0,0,15,11.95,PR14,,PR03,,NA
29899,P0350,S0051,15-Jul-18,0,0,4,3.65,PR14,,PR03,,NA
29900,P0587,S0018,15-Jul-18,0,0,26,3.95,PR14,,PR03,,NA
29901,P0631,S0115,15-Jul-18,0,0,13,10.9,PR14,,PR03,,NA
29902,P0185,S0122,15-Jul-18,0,0,2,0.75,PR14,,PR03,,NA
29903,P0277,S0034,15-Jul-18,1,3.94,15,4.25,PR14,,PR03,,NA
29904,P0131,S0131,15-Jul-18,0,0,28,2.5,PR17,veryhigh,PR03,,NA
29905,P0062,S0008,15-Jul-18,0,0,2,29.9,PR14,,PR03,,NA
29906,P0275,S0018,15-Jul-18,0,0,26,2.45,PR14,,PR03,,NA
29907,P0729,S0071,15-Jul-18,0,0,5,59.9,PR14,,PR03,,NA
29908,P0453,S0099,15-Jul-18,0,0,47,7.5,PR05,moderate,PR03,,NA
29909,P0652,S0073,16-Jul-18,0,0,32,4.95,PR14,,PR03,,NA
29910,P0417,S0113,16-Jul-18,0,0,3,8.9,PR14,,PR03,,NA
29911,P0551,S0038,16-Jul-18,1,1.71,36,1.85,PR14,,PR03,,NA
29912,P0695,S0094,16-Jul-18,0,0,4,5.95,PR14,,PR03,,NA
29913,P0390,S0035,16-Jul-18,0,0,5,13.95,PR14,,PR03,,NA
29914,P0548,S0008,16-Jul-18,4,5.56,20,1.95,PR06,low,PR03,,NA
29915,P0162,S0043,16-Jul-18,0,0,8,4.9,PR14,,PR03,,NA
29916,P0591,S0066,16-Jul-18,0,0,4,7.95,PR14,,PR03,,NA
29917,P0370,S0142,16-Jul-18,0,0,9,5.9,PR14,,PR03,,NA
29918,P0569,S0078,16-Jul-18,1,3.15,16,3.4,PR14,,PR03,,NA
29919,P0079,S0017,16-Jul-18,1,2.41,42,2.6,PR14,,PR03,,NA
29920,P0324,S0040,16-Jul-18,0,0,3,68.95,PR05,high,PR03,,NA
29921,P0167,S0040,16-Jul-18,0,0,13,56.9,PR10,verylow,PR03,,NA
29922,P0714,S0142,16-Jul-18,0,0,20,7.5,PR10,high,PR03,,NA
29923,P0117,S0132,16-Jul-18,0,0,6,19.9,PR14,,PR03,,NA
29924,P0114,S0100,16-Jul-18,0,0,13,0.65,PR14,,PR03,,NA
29925,P0083,S0058,16-Jul-18,0,0,7,6.9,PR14,,PR03,,NA
29926,P0499,S0025,16-Jul-18,3,1.81,42,0.65,PR14,,PR03,,NA
29927,P0286,S0088,16-Jul-18,0,0,22,1.25,PR14,,PR03,,NA
29928,P0304,S0001,16-Jul-18,2,42.41,5,22.9,PR14,,PR03,,NA
29929,P0241,S0058,16-Jul-18,0,0,3,12.95,PR14,,PR03,,NA
29930,P0400,S0095,16-Jul-18,0,0,4,8,PR14,,PR03,,NA
29931,P0018,S0001,16-Jul-18,3,6.94,2,2.5,PR14,,PR03,,NA
29932,P0506,S0024,16-Jul-18,0,0,15,8.25,PR14,,PR03,,NA
29933,P0204,S0066,16-Jul-18,0,0,33,8.9,PR14,,PR03,,NA
29934,P0223,S0010,16-Jul-18,1,9.56,8,12.9,PR05,verylow,PR03,,NA
29935,P0483,S0038,16-Jul-18,1,12,4,12,PR14,,PR03,,NA
29936,P0297,S0004,16-Jul-18,0,0,5,15.9,PR14,,PR03,,NA
29937,P0144,S0036,16-Jul-18,0,0,6,5.75,PR14,,PR03,,NA
29938,P0078,S0001,16-Jul-18,0,0,18,5,PR14,,PR03,,NA
29939,P0544,S0028,16-Jul-18,0,0,4,NA,PR14,,PR03,,NA
29940,P0185,S0035,16-Jul-18,1,0.75,1,0.75,PR14,,PR03,,NA
29941,P0500,S0043,16-Jul-18,4,27.96,78,7.55,PR14,,PR03,,NA
29942,P0397,S0063,16-Jul-18,0,0,12,6,PR14,,PR03,,NA
29943,P0427,S0035,16-Jul-18,0,0,12,2.45,PR14,,PR03,,NA
29944,P0353,S0078,16-Jul-18,0,0,6,11.9,PR10,high,PR03,,NA
29945,P0503,S0061,16-Jul-18,0,0,9,21.9,PR14,,PR03,,NA
29946,P0280,S0125,16-Jul-18,0,0,14,7.9,PR14,,PR03,,NA
29947,P0220,S0125,16-Jul-18,0,0,3,1.95,PR14,,PR03,,NA
29948,P0684,S0139,16-Jul-18,0,0,2,115.9,PR14,,PR03,,NA
29949,P0405,S0073,16-Jul-18,0,0,10,22.9,PR14,,PR03,,NA
29950,P0448,S0144,16-Jul-18,0,0,1,4.05,PR14,,PR03,,NA
29951,P0058,S0101,16-Jul-18,0,0,1,3,PR14,,PR03,,NA
29952,P0129,S0075,16-Jul-18,0,0,3,26.95,PR14,,PR03,,NA
29953,P0491,S0013,16-Jul-18,0,0,5,34.9,PR14,,PR03,,NA
29954,P0514,S0104,16-Jul-18,0,0,4,9.9,PR14,,PR03,,NA
29955,P0109,S0126,16-Jul-18,0,0,2,6,PR14,,PR03,,NA
29956,P0690,S0123,16-Jul-18,0,0,21,15.9,PR05,moderate,PR03,,NA
29957,P0327,S0066,16-Jul-18,0,0,7,3.9,PR14,,PR03,,NA
29958,P0453,S0142,16-Jul-18,0,0,59,7.5,PR05,moderate,PR03,,NA
29959,P0738,S0001,16-Jul-18,0,0,1,7.5,PR14,,PR03,,NA
29960,P0453,S0102,16-Jul-18,0,0,32,7.5,PR05,moderate,PR03,,NA
29961,P0456,S0028,16-Jul-18,0,0,61,NA,PR14,,PR03,,NA
29962,P0735,S0062,16-Jul-18,2,14.41,1,10.75,PR10,low,PR03,,NA
29963,P0171,S0090,16-Jul-18,0,0,3,13.95,PR14,,PR03,,NA
29964,P0497,S0096,16-Jul-18,0,0,66,8.25,PR05,moderate,PR03,,NA
29965,P0277,S0054,16-Jul-18,1,3.94,7,4.25,PR14,,PR03,,NA
29966,P0350,S0040,16-Jul-18,0,0,5,3.65,PR14,,PR03,,NA
29967,P0574,S0078,16-Jul-18,0,0,25,2.5,PR14,,PR03,,NA
29968,P0377,S0082,16-Jul-18,0,0,3,10,PR14,,PR03,,NA
29969,P0328,S0004,16-Jul-18,0,0,2,16,PR14,,PR03,,NA
29970,P0348,S0101,16-Jul-18,1,2.27,5,2.45,PR14,,PR03,,NA
29971,P0229,S0062,16-Jul-18,0,0,6,8.5,PR14,,PR03,,NA
29972,P0092,S0070,16-Jul-18,3,4.03,34,1.8,PR06,verylow,PR03,,NA
29973,P0747,S0020,16-Jul-18,0,0,4,15.9,PR14,,PR03,,NA
29974,P0044,S0123,16-Jul-18,0,0,8,6.9,PR01,verylow,PR03,,NA
29975,P0268,S0112,16-Jul-18,0,0,123,NA,PR14,,PR03,,NA
29976,P0639,S0053,16-Jul-18,0,0,9,7.25,PR14,,PR03,,NA
29977,P0394,S0072,16-Jul-18,0,0,23,NA,PR14,,PR03,,NA
29978,P0090,S0130,16-Jul-18,0,0,19,3.9,PR14,,PR03,,NA
29979,P0070,S0101,16-Jul-18,0,0,14,7.95,PR14,,PR03,,NA
29980,P0572,S0062,16-Jul-18,0,0,30,1.25,PR14,,PR03,,NA
29981,P0693,S0085,16-Jul-18,0,0,11,49.99,PR14,,PR03,,NA
29982,P0428,S0086,16-Jul-18,1,27.73,9,29.95,PR14,,PR03,,NA
29983,P0602,S0033,16-Jul-18,0,0,4,11.9,PR03,verylow,PR03,,NA
29984,P0406,S0043,16-Jul-18,0,0,26,13.5,PR10,moderate,PR03,,NA
29985,P0394,S0036,17-Jul-18,1,0.93,5,1,PR14,,PR03,,NA
29986,P0317,S0008,17-Jul-18,0,0,10,49.9,PR14,,PR03,,NA
29987,P0386,S0001,17-Jul-18,0,0,3,18.9,PR14,,PR03,,NA
29988,P0169,S0117,17-Jul-18,2,14.41,14,8.5,PR14,,PR03,,NA
29989,P0067,S0126,17-Jul-18,0,0,2,24.99,PR14,,PR03,,NA
29990,P0699,S0001,17-Jul-18,0,0,3,10,PR14,,PR03,,NA
29991,P0536,S0108,17-Jul-18,0,0,15,3.95,PR14,,PR03,,NA
29992,P0664,S0043,17-Jul-18,2,2.31,38,1.25,PR14,,PR03,,NA
29993,P0453,S0122,17-Jul-18,0,0,12,7.5,PR14,,PR03,,NA
29994,P0103,S0128,17-Jul-18,2,6.39,19,NA,PR14,,PR03,,NA
29995,P0439,S0094,17-Jul-18,0,0,12,10.5,PR14,,PR03,,NA
29996,P0226,S0112,17-Jul-18,2,3.52,5,NA,PR14,,PR03,,NA
29997,P0057,S0031,17-Jul-18,0,0,8,12.9,PR17,veryhigh,PR03,,NA
29998,P0103,S0142,17-Jul-18,5,15.97,55,3.45,PR07,verylow,PR03,,NA
29999,P0044,S0087,17-Jul-18,0,0,20,6.9,PR01,verylow,PR03,,NA
30000,P0087,S0103,17-Jul-18,5,8.1,9,1.75,PR14,,PR03,,NA
30001,P0425,S0073,17-Jul-18,0,0,2,6.9,PR14,,PR03,,NA
30002,P0701,S0069,17-Jul-18,0,0,3,11.9,PR14,,PR03,,NA
30003,P0286,S0052,17-Jul-18,0,0,13,1.25,PR14,,PR03,,NA
30004,P0453,S0081,17-Jul-18,1,6.36,45,NA,PR14,,PR03,,NA
30005,P0590,S0004,17-Jul-18,0,0,11,0.6,PR14,,PR03,,NA
30006,P0297,S0025,17-Jul-18,0,0,8,15.9,PR14,,PR03,,NA
30007,P0083,S0095,17-Jul-18,0,0,26,6.9,PR14,,PR03,,NA
30008,P0083,S0004,17-Jul-18,0,0,14,6.9,PR14,,PR03,,NA
30009,P0225,S0125,17-Jul-18,0,0,4,4.25,PR14,,PR03,,NA
30010,P0110,S0050,17-Jul-18,0,0,5,3.5,PR14,,PR03,,NA
30011,P0587,S0082,17-Jul-18,0,0,12,3.95,PR14,,PR03,,NA
30012,P0718,S0098,17-Jul-18,0,0,9,NA,PR14,,PR03,,NA
30013,P0141,S0025,17-Jul-18,0,0,2,2.35,PR14,,PR03,,NA
30014,P0551,S0127,17-Jul-18,0,0,3,1.85,PR14,,PR03,,NA
30015,P0078,S0042,17-Jul-18,0,0,18,5,PR14,,PR03,,NA
30016,P0206,S0065,17-Jul-18,0,0,94,1.75,PR14,,PR03,,NA
30017,P0565,S0123,17-Jul-18,1,2.69,7,2.9,PR14,,PR03,,NA
30018,P0415,S0132,17-Jul-18,0,0,2,6.95,PR14,,PR03,,NA
30019,P0616,S0072,17-Jul-18,0,0,7,NA,PR14,,PR03,,NA
30020,P0018,S0010,17-Jul-18,0,0,18,2.5,PR14,,PR03,,NA
30021,P0058,S0062,17-Jul-18,2,5.56,207,3,PR14,,PR03,,NA
30022,P0325,S0140,17-Jul-18,0,0,28,11.95,PR14,,PR03,,NA
30023,P0362,S0055,17-Jul-18,0,0,4,6.75,PR14,,PR03,,NA
30024,P0015,S0087,17-Jul-18,0,0,9,3.5,PR14,,PR03,,NA
30025,P0279,S0026,17-Jul-18,0,0,5,26.95,PR14,,PR03,,NA
30026,P0079,S0094,17-Jul-18,1,2.41,9,2.6,PR14,,PR03,,NA
30027,P0209,S0085,17-Jul-18,0,0,7,119.9,PR14,,PR03,,NA
30028,P0499,S0127,17-Jul-18,0,0,11,0.75,PR14,,PR03,,NA
30029,P0663,S0088,17-Jul-18,1,4.4,7,4.75,PR14,,PR03,,NA
30030,P0051,S0101,17-Jul-18,0,0,58,0.7,PR14,,PR03,,NA
30031,P0435,S0062,17-Jul-18,0,0,5,28.9,PR14,,PR03,,NA
30032,P0621,S0015,17-Jul-18,4,19.49,338,5.75,PR14,,PR03,,NA
30033,P0275,S0046,17-Jul-18,0,0,30,2.45,PR14,,PR03,,NA
30034,P0126,S0115,17-Jul-18,1,21.95,9,25.9,PR14,,PR03,,NA
30035,P0374,S0011,17-Jul-18,0,0,1,89.9,PR14,,PR03,,NA
30036,P0328,S0043,17-Jul-18,0,0,2,16,PR14,,PR03,,NA
30037,P0364,S0051,17-Jul-18,1,1.16,61,1.25,PR14,,PR03,,NA
30038,P0651,S0078,17-Jul-18,0,0,3,14.9,PR14,,PR03,,NA
30039,P0327,S0038,17-Jul-18,0,0,11,3.9,PR14,,PR03,,NA
30040,P0258,S0013,17-Jul-18,0,0,2,7.95,PR14,,PR03,,NA
30041,P0035,S0078,17-Jul-18,0,0,8,4.35,PR14,,PR03,,NA
30042,P0587,S0025,17-Jul-18,0,0,20,3.95,PR14,,PR03,,NA
30043,P0566,S0012,17-Jul-18,1,1.84,16,1.99,PR14,,PR03,,NA
30044,P0140,S0086,17-Jul-18,0,0,4,6,PR14,,PR03,,NA
30045,P0154,S0064,17-Jul-18,0,0,21,2.45,PR14,,PR03,,NA
30046,P0223,S0122,17-Jul-18,0,0,1,5.5,PR05,verylow,PR03,,NA
30047,P0611,S0102,17-Jul-18,0,0,5,18,PR14,,PR03,,NA
30048,P0260,S0005,17-Jul-18,0,0,6,19.5,PR14,,PR03,,NA
30049,P0068,S0061,17-Jul-18,1,5.05,9,6.6,PR10,verylow,PR03,,NA
30050,P0108,S0137,17-Jul-18,0,0,2,64.99,PR14,,PR03,,NA
30051,P0090,S0010,17-Jul-18,0,0,42,3.9,PR14,,PR03,,NA
30052,P0110,S0038,18-Jul-18,1,3.24,6,3.5,PR14,,PR03,,NA
30053,P0591,S0097,18-Jul-18,0,0,14,7.95,PR14,,PR03,,NA
30054,P0574,S0008,18-Jul-18,1,2.31,25,2.5,PR14,,PR03,,NA
30055,P0390,S0087,18-Jul-18,0,0,10,13.95,PR14,,PR03,,NA
30056,P0171,S0004,18-Jul-18,0,0,4,13.95,PR14,,PR03,,NA
30057,P0304,S0078,18-Jul-18,0,0,9,22.9,PR14,,PR03,,NA
30058,P0435,S0142,18-Jul-18,0,0,9,28.9,PR14,,PR03,,NA
30059,P0324,S0063,18-Jul-18,0,0,6,68.95,PR05,high,PR03,,NA
30060,P0276,S0104,18-Jul-18,0,0,3,32.9,PR14,,PR03,,NA
30061,P0175,S0038,18-Jul-18,0,0,33,5.5,PR14,,PR03,,NA
30062,P0513,S0126,18-Jul-18,0,0,5,15,PR14,,PR03,,NA
30063,P0333,S0142,18-Jul-18,0,0,16,2.25,PR14,,PR03,,NA
30064,P0087,S0113,18-Jul-18,0,0,31,1.75,PR14,,PR03,,NA
30065,P0263,S0002,18-Jul-18,0,0,7,16.95,PR14,,PR03,,NA
30066,P0635,S0096,18-Jul-18,0,0,4,5.9,PR14,,PR03,,NA
30067,P0590,S0062,18-Jul-18,0,0,75,0.6,PR14,,PR03,,NA
30068,P0506,S0048,18-Jul-18,0,0,12,NA,PR14,,PR03,,NA
30069,P0691,S0090,18-Jul-18,0,0,3,3,PR14,,PR03,,NA
30070,P0278,S0051,18-Jul-18,1,10.14,10,10.95,PR14,,PR03,,NA
30071,P0740,S0002,18-Jul-18,0,0,19,10,PR14,,PR03,,NA
30072,P0414,S0138,18-Jul-18,0,0,7,16.95,PR09,high,PR03,,NA
30073,P0412,S0102,18-Jul-18,0,0,8,8.9,PR14,,PR03,,NA
30074,P0017,S0115,18-Jul-18,1,1.81,133,1.95,PR14,,PR03,,NA
30075,P0428,S0097,18-Jul-18,0,0,12,29.95,PR14,,PR03,,NA
30076,P0590,S0089,18-Jul-18,0,0,24,0.6,PR14,,PR03,,NA
30077,P0553,S0028,18-Jul-18,0,0,2,NA,PR14,,PR03,,NA
30078,P0412,S0091,18-Jul-18,0,0,4,8.9,PR14,,PR03,,NA
30079,P0333,S0100,18-Jul-18,3,6.25,80,2.25,PR14,,PR03,,NA
30080,P0362,S0072,18-Jul-18,0,0,5,NA,PR14,,PR03,,NA
30081,P0067,S0028,18-Jul-18,0,0,11,NA,PR14,,PR03,,NA
30082,P0685,S0094,18-Jul-18,0,0,5,34.95,PR05,low,PR03,,NA
30083,P0174,S0051,18-Jul-18,0,0,13,4,PR14,,PR03,,NA
30084,P0125,S0043,18-Jul-18,0,0,86,3.65,PR14,,PR03,,NA
30085,P0438,S0050,18-Jul-18,7,3.24,42,0.5,PR14,,PR03,,NA
30086,P0231,S0095,18-Jul-18,0,0,9,8.5,PR14,,PR03,,NA
30087,P0497,S0060,18-Jul-18,0,0,29,8.25,PR14,,PR03,,NA
30088,P0015,S0024,18-Jul-18,2,6.48,4,3.5,PR14,,PR03,,NA
30089,P0658,S0095,18-Jul-18,0,0,3,29.95,PR14,,PR03,,NA
30090,P0453,S0036,18-Jul-18,0,0,5,7.5,PR14,,PR03,,NA
30091,P0514,S0113,18-Jul-18,0,0,1,9.9,PR14,,PR03,,NA
30092,P0271,S0126,18-Jul-18,0,0,12,14.9,PR14,,PR03,,NA
30093,P0390,S0032,18-Jul-18,0,0,4,13.95,PR14,,PR03,,NA
30094,P0412,S0038,18-Jul-18,0,0,12,8.9,PR14,,PR03,,NA
30095,P0129,S0128,18-Jul-18,1,21.95,3,NA,PR14,,PR03,,NA
30096,P0645,S0040,18-Jul-18,0,0,9,74.9,PR14,,PR03,,NA
30097,P0223,S0103,18-Jul-18,0,0,5,12.9,PR05,verylow,PR03,,NA
30098,P0572,S0133,18-Jul-18,0,0,17,1.25,PR14,,PR03,,NA
30099,P0506,S0010,18-Jul-18,0,0,11,8.75,PR14,,PR03,,NA
30100,P0090,S0077,18-Jul-18,0,0,44,3.9,PR14,,PR03,,NA
30101,P0475,S0104,18-Jul-18,0,0,6,12,PR14,,PR03,,NA
30102,P0682,S0067,18-Jul-18,0,0,7,4.75,PR14,,PR03,,NA
30103,P0485,S0028,18-Jul-18,3,27.71,13,NA,PR14,,PR03,,NA
30104,P0302,S0001,18-Jul-18,0,0,6,139.9,PR14,,PR03,,NA
30105,P0536,S0046,18-Jul-18,0,0,3,3.95,PR14,,PR03,,NA
30106,P0425,S0096,18-Jul-18,0,0,15,6.9,PR14,,PR03,,NA
30107,P0417,S0068,18-Jul-18,0,0,6,8.9,PR14,,PR03,,NA
30108,P0400,S0074,18-Jul-18,0,0,2,8,PR14,,PR03,,NA
30109,P0737,S0043,18-Jul-18,0,0,7,10.95,PR14,,PR03,,NA
30110,P0640,S0106,19-Jul-18,0,0,6,29.9,PR14,,PR03,,NA
30111,P0400,S0036,19-Jul-18,0,0,2,8,PR14,,PR03,,NA
30112,P0100,S0012,19-Jul-18,0,0,9,5.9,PR14,,PR03,,NA
30113,P0325,S0075,19-Jul-18,0,0,15,11.95,PR14,,PR03,,NA
30114,P0286,S0107,19-Jul-18,0,0,13,1.25,PR14,,PR03,,NA
30115,P0055,S0070,19-Jul-18,0,0,20,3.95,PR05,verylow,PR03,,NA
30116,P0054,S0050,19-Jul-18,0,0,5,4.95,PR14,,PR03,,NA
30117,P0614,S0113,19-Jul-18,0,0,2,19.9,PR14,,PR03,,NA
30118,P0400,S0103,19-Jul-18,0,0,3,8,PR14,,PR03,,NA
30119,P0140,S0066,19-Jul-18,0,0,4,6,PR14,,PR03,,NA
30120,P0470,S0088,19-Jul-18,0,0,7,23.25,PR14,,PR03,,NA
30121,P0379,S0038,19-Jul-18,0,0,24,7.9,PR05,high,PR03,,NA
30122,P0565,S0072,19-Jul-18,1,2.69,12,NA,PR14,,PR03,,NA
30123,P0197,S0040,19-Jul-18,0,0,19,5,PR14,,PR03,,NA
30124,P0729,S0130,19-Jul-18,0,0,2,49.9,PR07,verylow,PR03,,NA
30125,P0569,S0132,19-Jul-18,2,6.3,39,3.4,PR14,,PR03,,NA
30126,P0531,S0038,19-Jul-18,0,0,12,1.15,PR14,,PR03,,NA
30127,P0171,S0020,19-Jul-18,0,0,1,13.95,PR14,,PR03,,NA
30128,P0735,S0022,19-Jul-18,0,0,12,10.75,PR14,,PR03,,NA
30129,P0219,S0093,19-Jul-18,0,0,2,9.6,PR14,,PR03,,NA
30130,P0543,S0096,19-Jul-18,0,0,24,3.5,PR14,,PR03,,NA
30131,P0169,S0040,19-Jul-18,0,0,14,8.5,PR14,,PR03,,NA
30132,P0092,S0027,19-Jul-18,0,0,10,1.8,PR14,,PR03,,NA
30133,P0572,S0015,19-Jul-18,1,1.16,22,1.25,PR14,,PR03,,NA
30134,P0112,S0032,19-Jul-18,0,0,6,16.9,PR01,verylow,PR03,,NA
30135,P0241,S0042,19-Jul-18,0,0,2,12.95,PR14,,PR03,,NA
30136,P0394,S0002,19-Jul-18,0,0,10,1,PR14,,PR03,,NA
30137,P0046,S0043,19-Jul-18,0,0,7,51.5,PR14,,PR03,,NA
30138,P0327,S0104,19-Jul-18,2,7.22,8,3.9,PR14,,PR03,,NA
30139,P0268,S0037,19-Jul-18,0,0,7,1.25,PR14,,PR03,,NA
30140,P0726,S0063,19-Jul-18,0,0,6,1,PR14,,PR03,,NA
30141,P0370,S0056,19-Jul-18,0,0,38,5.9,PR14,,PR03,,NA
30142,P0252,S0066,19-Jul-18,0,0,20,18.99,PR14,,PR03,,NA
30143,P0277,S0038,19-Jul-18,0,0,45,4.25,PR14,,PR03,,NA
30144,P0543,S0142,19-Jul-18,0,0,34,3.5,PR14,,PR03,,NA
30145,P0585,S0072,19-Jul-18,0,0,6,NA,PR14,,PR03,,NA
30146,P0712,S0012,19-Jul-18,0,0,6,22.9,PR05,verylow,PR03,,NA
30147,P0575,S0060,19-Jul-18,0,0,8,2.95,PR14,,PR03,,NA
30148,P0265,S0048,19-Jul-18,0,0,19,NA,PR14,,PR03,,NA
30149,P0671,S0115,19-Jul-18,1,3.47,12,3.75,PR14,,PR03,,NA
30150,P0400,S0093,19-Jul-18,0,0,3,8,PR14,,PR03,,NA
30151,P0615,S0085,19-Jul-18,2,46.11,8,24.9,PR14,,PR03,,NA
30152,P0249,S0125,19-Jul-18,3,5.42,4,1.95,PR14,,PR03,,NA
30153,P0657,S0012,19-Jul-18,0,0,12,10.45,PR14,,PR03,,NA
30154,P0615,S0084,19-Jul-18,0,0,14,24.9,PR14,,PR03,,NA
30155,P0458,S0060,19-Jul-18,0,0,15,5.75,PR14,,PR03,,NA
30156,P0476,S0115,19-Jul-18,0,0,7,59.9,PR14,,PR03,,NA
30157,P0286,S0091,19-Jul-18,0,0,85,1.25,PR14,,PR03,,NA
30158,P0525,S0094,19-Jul-18,0,0,46,2.5,PR14,,PR03,,NA
30159,P0068,S0085,19-Jul-18,0,0,9,6.6,PR14,,PR03,,NA
30160,P0685,S0112,19-Jul-18,0,0,11,NA,PR14,,PR03,,NA
30161,P0729,S0059,19-Jul-18,0,0,2,49.9,PR07,verylow,PR03,,NA
30162,P0195,S0133,19-Jul-18,1,6.25,3,6.75,PR14,,PR03,,NA
30163,P0389,S0108,19-Jul-18,1,7.26,5,10.45,PR05,low,PR03,,NA
30164,P0061,S0101,19-Jul-18,0,0,6,19.9,PR14,,PR03,,NA
30165,P0333,S0118,19-Jul-18,0,0,11,2.25,PR14,,PR03,,NA
30166,P0296,S0123,19-Jul-18,0,0,13,1,PR14,,PR03,,NA
30167,P0619,S0064,19-Jul-18,0,0,23,12.95,PR14,,PR03,,NA
30168,P0419,S0122,19-Jul-18,0,0,24,2.5,PR14,,PR03,,NA
30169,P0599,S0038,19-Jul-18,0,0,18,7,PR14,,PR03,,NA
30170,P0453,S0132,19-Jul-18,0,0,15,7.5,PR14,,PR03,,NA
30171,P0100,S0051,19-Jul-18,0,0,7,5.9,PR14,,PR03,,NA
30172,P0664,S0134,19-Jul-18,0,0,23,1.25,PR14,,PR03,,NA
30173,P0712,S0031,19-Jul-18,0,0,5,22.9,PR05,verylow,PR03,,NA
30174,P0222,S0131,19-Jul-18,0,0,1,39.99,PR14,,PR03,,NA
30175,P0438,S0058,19-Jul-18,0,0,21,0.5,PR14,,PR03,,NA
30176,P0300,S0112,19-Jul-18,0,0,3,NA,PR14,,PR03,,NA
30177,P0718,S0078,19-Jul-18,0,0,3,16,PR14,,PR03,,NA
30178,P0718,S0009,19-Jul-18,0,0,3,16,PR14,,PR03,,NA
30179,P0655,S0113,19-Jul-18,1,42.29,3,76.9,PR10,high,PR03,,NA
30180,P0682,S0071,19-Jul-18,1,4.4,0,4.75,PR14,,PR03,,NA
30181,P0435,S0102,19-Jul-18,0,0,5,28.9,PR14,,PR03,,NA
30182,P0184,S0094,19-Jul-18,0,0,18,49.9,PR14,,PR03,,NA
30183,P0083,S0137,19-Jul-18,0,0,4,6.9,PR14,,PR03,,NA
30184,P0304,S0061,19-Jul-18,1,21.2,10,22.9,PR14,,PR03,,NA
30185,P0406,S0063,19-Jul-18,0,0,13,13.5,PR14,,PR03,,NA
30186,P0436,S0083,19-Jul-18,1,3.47,1,3.75,PR14,,PR03,,NA
30187,P0172,S0038,19-Jul-18,0,0,6,2,PR05,high,PR03,,NA
30188,P0651,S0022,19-Jul-18,0,0,4,14.9,PR14,,PR03,,NA
30189,P0490,S0065,19-Jul-18,0,0,5,66.5,PR14,,PR03,,NA
30190,P0490,S0122,19-Jul-18,0,0,3,66.5,PR05,moderate,PR03,,NA
30191,P0435,S0133,19-Jul-18,0,0,9,28.9,PR14,,PR03,,NA
30192,P0615,S0084,20-Jul-18,0,0,14,24.9,PR14,,PR03,,NA
30193,P0631,S0022,20-Jul-18,0,0,8,10.9,PR09,high,PR03,,NA
30194,P0394,S0131,20-Jul-18,0,0,15,1,PR14,,PR03,,NA
30195,P0527,S0060,20-Jul-18,0,0,9,2.35,PR14,,PR03,,NA
30196,P0325,S0124,20-Jul-18,1,11.06,5,11.95,PR14,,PR03,,NA
30197,P0372,S0065,20-Jul-18,4,14.41,12,4.25,PR14,,PR03,,NA
30198,P0438,S0095,20-Jul-18,8,3.7,37,0.5,PR14,,PR03,,NA
30199,P0419,S0105,20-Jul-18,6,8.9,83,2.5,PR05,moderate,PR03,,NA
